item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
287334,eye,eye,eye,smile,eye,eye,eye,smile,heart,smile,eye,bulb,smile,7,43207156,3201,AAABAAAB,experiment
526746,truck,truck,truck,carrot,truck,truck,truck,carrot,carrot,bell,truck,star,carrot,7,46017235,3201,AAABAAAB,experiment
426590,helicopter,helicopter,helicopter,smile,helicopter,helicopter,helicopter,smile,helicopter,carrot,smile,sun,smile,7,20341657,1230,AAABAAAB,experiment
371183,bell,bell,bell,wheat,bell,bell,bell,wheat,bulb,star,wheat,bell,wheat,7,26147350,0132,AAABAAAB,experiment
99295,helicopter,helicopter,helicopter,key,helicopter,helicopter,helicopter,key,wheat,helicopter,key,guitar,key,7,74235601,2031,AAABAAAB,experiment
320383,truck,truck,truck,hammer,truck,truck,truck,hammer,hammer,helicopter,key,truck,hammer,7,40613257,1302,AAABAAAB,experiment
351314,smile,smile,smile,key,smile,smile,smile,key,bell,cube,key,smile,key,7,40152736,0312,AAABAAAB,experiment
486471,carrot,carrot,carrot,hammer,carrot,carrot,carrot,hammer,hammer,smile,carrot,guitar,hammer,7,02641573,0312,AAABAAAB,experiment
503017,helicopter,helicopter,helicopter,carrot,helicopter,helicopter,helicopter,carrot,bulb,carrot,sun,helicopter,carrot,7,75204361,2310,AAABAAAB,experiment
614371,sun,sun,sun,guitar,sun,sun,sun,guitar,guitar,sun,key,star,guitar,7,35760241,1230,AAABAAAB,experiment
661973,hammer,key,hammer,key,wheat,sun,wheat,sun,wheat,key,hammer,sun,sun,7,57032164,2310,ABABCDCD,experiment
490239,truck,sun,truck,sun,hammer,eye,hammer,eye,truck,eye,sun,hammer,eye,7,25016437,1023,ABABCDCD,experiment
136211,wheat,key,wheat,key,guitar,cube,guitar,cube,wheat,cube,guitar,key,cube,7,05217634,2103,ABABCDCD,experiment
209201,wheat,hammer,wheat,hammer,carrot,smile,carrot,smile,carrot,hammer,smile,wheat,smile,7,75324061,2013,ABABCDCD,experiment
551809,wheat,hammer,wheat,hammer,pyramid,heart,pyramid,heart,pyramid,wheat,hammer,heart,heart,7,50426317,0213,ABABCDCD,experiment
84838,heart,eye,heart,eye,smile,pyramid,smile,pyramid,heart,smile,pyramid,eye,pyramid,7,64301527,2031,ABABCDCD,experiment
182672,bell,guitar,bell,guitar,hammer,sun,hammer,sun,hammer,bell,guitar,sun,sun,7,61073452,3210,ABABCDCD,experiment
205194,hammer,helicopter,hammer,helicopter,bulb,bell,bulb,bell,helicopter,bell,bulb,hammer,bell,7,60374125,0123,ABABCDCD,experiment
404825,eye,wheat,eye,wheat,smile,bell,smile,bell,wheat,eye,bell,smile,bell,7,57142360,1032,ABABCDCD,experiment
323159,star,key,star,key,carrot,bell,carrot,bell,key,carrot,star,bell,bell,7,21634057,1203,ABABCDCD,experiment
239155,smile,sun,sun,smile,smile,sun,sun,smile,smile,sun,pyramid,hammer,smile,7,70452136,3102,ABBAABBA,experiment
631512,helicopter,star,star,helicopter,helicopter,star,star,helicopter,star,helicopter,heart,bell,helicopter,7,21354067,3210,ABBAABBA,experiment
660370,bulb,star,star,bulb,bulb,star,star,bulb,bulb,heart,truck,star,bulb,7,75160432,1023,ABBAABBA,experiment
380466,sun,bulb,bulb,sun,sun,bulb,bulb,sun,pyramid,bulb,sun,truck,sun,7,14205673,1302,ABBAABBA,experiment
400949,carrot,eye,eye,carrot,carrot,eye,eye,carrot,helicopter,smile,carrot,eye,carrot,7,27645130,2031,ABBAABBA,experiment
516999,pyramid,smile,smile,pyramid,pyramid,smile,smile,pyramid,pyramid,sun,smile,heart,pyramid,7,75012463,1032,ABBAABBA,experiment
100684,wheat,heart,heart,wheat,wheat,heart,heart,wheat,pyramid,smile,heart,wheat,wheat,7,56273041,3201,ABBAABBA,experiment
253851,star,guitar,guitar,star,star,guitar,guitar,star,sun,guitar,star,eye,star,7,27140653,0132,ABBAABBA,experiment
406279,wheat,cube,cube,wheat,wheat,cube,cube,wheat,wheat,bulb,star,cube,wheat,7,45031726,1032,ABBAABBA,experiment
179874,key,hammer,hammer,key,key,hammer,hammer,key,hammer,truck,star,key,key,7,36514720,3102,ABBAABBA,experiment
127644,carrot,cube,cube,carrot,sun,truck,truck,sun,sun,cube,truck,carrot,sun,7,76435201,2310,ABBACDDC,experiment
501773,truck,pyramid,pyramid,truck,guitar,bulb,bulb,guitar,guitar,truck,pyramid,bulb,guitar,7,10234675,0321,ABBACDDC,experiment
524891,bulb,star,star,bulb,key,sun,sun,key,sun,bulb,key,star,key,7,34276015,3102,ABBACDDC,experiment
195296,wheat,sun,sun,wheat,eye,bulb,bulb,eye,eye,wheat,sun,bulb,eye,7,46302715,3102,ABBACDDC,experiment
182150,key,sun,sun,key,bulb,guitar,guitar,bulb,bulb,sun,key,guitar,bulb,7,52074163,0213,ABBACDDC,experiment
386914,eye,key,key,eye,bell,pyramid,pyramid,bell,eye,bell,key,pyramid,bell,7,67510243,3102,ABBACDDC,experiment
279079,heart,eye,eye,heart,truck,star,star,truck,heart,eye,truck,star,truck,7,74056231,2301,ABBACDDC,experiment
644976,truck,heart,heart,truck,eye,bulb,bulb,eye,truck,heart,eye,bulb,eye,7,71052346,0312,ABBACDDC,experiment
535681,guitar,pyramid,pyramid,guitar,wheat,helicopter,helicopter,wheat,pyramid,wheat,guitar,helicopter,wheat,7,70514632,1203,ABBACDDC,experiment
271380,eye,sun,sun,eye,carrot,hammer,hammer,carrot,sun,carrot,eye,hammer,carrot,7,15063472,1230,ABBACDDC,experiment
33646,cube,hammer,hammer,helicopter,cube,hammer,hammer,helicopter,cube,hammer,bell,helicopter,helicopter,7,72150436,3120,ABBCABBC,experiment
523134,wheat,truck,truck,eye,wheat,truck,truck,eye,smile,truck,eye,wheat,eye,7,64103752,1023,ABBCABBC,experiment
537022,heart,pyramid,pyramid,helicopter,heart,pyramid,pyramid,helicopter,helicopter,pyramid,wheat,heart,helicopter,7,64510372,3021,ABBCABBC,experiment
325226,wheat,eye,eye,cube,wheat,eye,eye,cube,truck,cube,wheat,eye,cube,7,23761540,2310,ABBCABBC,experiment
