item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
344825,eye,eye,eye,hammer,eye,eye,eye,hammer,truck,eye,heart,hammer,hammer,7,43576210,0123,AAABAAAB,experiment
66922,cube,cube,cube,sun,cube,cube,cube,sun,cube,guitar,sun,bell,sun,7,67123450,1302,AAABAAAB,experiment
39593,truck,truck,truck,eye,truck,truck,truck,eye,truck,eye,carrot,star,eye,7,71036254,2130,AAABAAAB,experiment
383532,wheat,wheat,wheat,star,wheat,wheat,wheat,star,bell,wheat,star,carrot,star,7,13426750,3120,AAABAAAB,experiment
26365,guitar,guitar,guitar,hammer,guitar,guitar,guitar,hammer,truck,guitar,hammer,helicopter,hammer,7,26305417,2301,AAABAAAB,experiment
109594,smile,smile,smile,bulb,smile,smile,smile,bulb,carrot,bulb,smile,key,bulb,7,05632174,0213,AAABAAAB,experiment
649008,truck,truck,truck,helicopter,truck,truck,truck,helicopter,helicopter,star,pyramid,truck,helicopter,7,50247361,2103,AAABAAAB,experiment
199319,eye,eye,eye,bulb,eye,eye,eye,bulb,eye,bulb,smile,star,bulb,7,37015264,2301,AAABAAAB,experiment
204577,bell,bell,bell,hammer,bell,bell,bell,hammer,hammer,bell,heart,truck,hammer,7,50134672,3102,AAABAAAB,experiment
518433,wheat,wheat,wheat,sun,wheat,wheat,wheat,sun,eye,smile,wheat,sun,sun,7,26034175,2310,AAABAAAB,experiment
639197,smile,guitar,smile,guitar,key,star,key,star,guitar,key,smile,star,star,7,16702534,1320,ABABCDCD,experiment
598597,star,bulb,star,bulb,eye,heart,eye,heart,heart,eye,bulb,star,heart,7,75423016,3120,ABABCDCD,experiment
291646,heart,hammer,heart,hammer,sun,carrot,sun,carrot,sun,hammer,heart,carrot,carrot,7,75413620,1230,ABABCDCD,experiment
638571,eye,smile,eye,smile,hammer,pyramid,hammer,pyramid,smile,eye,hammer,pyramid,pyramid,7,46013527,3201,ABABCDCD,experiment
522133,key,guitar,key,guitar,cube,wheat,cube,wheat,key,guitar,cube,wheat,wheat,7,30426751,3210,ABABCDCD,experiment
194522,sun,wheat,sun,wheat,heart,helicopter,heart,helicopter,heart,helicopter,wheat,sun,helicopter,7,50672413,2013,ABABCDCD,experiment
521898,eye,truck,eye,truck,sun,bulb,sun,bulb,sun,eye,bulb,truck,bulb,7,46120573,3120,ABABCDCD,experiment
319135,eye,carrot,eye,carrot,cube,bell,cube,bell,eye,bell,cube,carrot,bell,7,60531472,1032,ABABCDCD,experiment
345290,key,bulb,key,bulb,heart,truck,heart,truck,key,truck,bulb,heart,truck,7,62471035,0213,ABABCDCD,experiment
649877,heart,guitar,heart,guitar,key,hammer,key,hammer,key,hammer,heart,guitar,hammer,7,04236715,1302,ABABCDCD,experiment
253203,cube,wheat,wheat,cube,cube,wheat,wheat,cube,bulb,cube,pyramid,wheat,cube,7,13725406,3102,ABBAABBA,experiment
69206,pyramid,heart,heart,pyramid,pyramid,heart,heart,pyramid,sun,eye,heart,pyramid,pyramid,7,01243675,0123,ABBAABBA,experiment
558075,heart,key,key,heart,heart,key,key,heart,heart,bulb,cube,key,heart,7,71645302,1032,ABBAABBA,experiment
75229,guitar,bulb,bulb,guitar,guitar,bulb,bulb,guitar,bulb,eye,guitar,helicopter,guitar,7,24516073,2310,ABBAABBA,experiment
553220,wheat,smile,smile,wheat,wheat,smile,smile,wheat,bulb,wheat,smile,cube,wheat,7,60473152,2103,ABBAABBA,experiment
569946,eye,bell,bell,eye,eye,bell,bell,eye,bell,eye,cube,pyramid,eye,7,02715436,2130,ABBAABBA,experiment
175843,wheat,bell,bell,wheat,wheat,bell,bell,wheat,key,pyramid,bell,wheat,wheat,7,24605317,1302,ABBAABBA,experiment
657041,heart,smile,smile,heart,heart,smile,smile,heart,smile,heart,pyramid,cube,heart,7,75631204,1302,ABBAABBA,experiment
