item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
616967,star,star,star,guitar,star,star,star,guitar,truck,star,cube,guitar,guitar,7,25417306,3201,AAABAAAB,experiment
240932,hammer,hammer,hammer,key,hammer,hammer,hammer,key,star,hammer,key,smile,key,7,53016724,2130,AAABAAAB,experiment
586430,eye,eye,eye,sun,eye,eye,eye,sun,heart,carrot,eye,sun,sun,7,73245061,3012,AAABAAAB,experiment
53558,wheat,wheat,wheat,bulb,wheat,wheat,wheat,bulb,bulb,carrot,key,wheat,bulb,7,62147305,0312,AAABAAAB,experiment
144856,heart,heart,heart,bulb,heart,heart,heart,bulb,heart,key,bulb,smile,bulb,7,74021536,3201,AAABAAAB,experiment
634633,bulb,bulb,bulb,carrot,bulb,bulb,bulb,carrot,bulb,truck,sun,carrot,carrot,7,13746502,2301,AAABAAAB,experiment
52387,carrot,carrot,carrot,eye,carrot,carrot,carrot,eye,sun,pyramid,eye,carrot,eye,7,37041625,3120,AAABAAAB,experiment
319763,cube,cube,cube,carrot,cube,cube,cube,carrot,cube,smile,hammer,carrot,carrot,7,25304617,2301,AAABAAAB,experiment
331116,cube,cube,cube,star,cube,cube,cube,star,wheat,star,cube,bell,star,7,12640753,3120,AAABAAAB,experiment
621708,truck,truck,truck,cube,truck,truck,truck,cube,truck,cube,heart,eye,cube,7,35701426,1032,AAABAAAB,experiment
56736,wheat,eye,wheat,eye,heart,smile,heart,smile,heart,eye,wheat,smile,smile,7,31760452,1320,ABABCDCD,experiment
307766,wheat,heart,wheat,heart,bulb,key,bulb,key,bulb,heart,wheat,key,key,7,72056134,2301,ABABCDCD,experiment
5382,smile,wheat,smile,wheat,helicopter,eye,helicopter,eye,helicopter,smile,wheat,eye,eye,7,16472350,0213,ABABCDCD,experiment
484994,smile,sun,smile,sun,truck,pyramid,truck,pyramid,pyramid,smile,truck,sun,pyramid,7,02513746,0312,ABABCDCD,experiment
106106,star,key,star,key,smile,pyramid,smile,pyramid,star,smile,pyramid,key,pyramid,7,60231574,2130,ABABCDCD,experiment
289049,hammer,carrot,hammer,carrot,bulb,star,bulb,star,carrot,bulb,hammer,star,star,7,10642375,1023,ABABCDCD,experiment
558010,cube,helicopter,cube,helicopter,wheat,smile,wheat,smile,wheat,helicopter,smile,cube,smile,7,63740512,2031,ABABCDCD,experiment
389898,cube,carrot,cube,carrot,sun,bell,sun,bell,cube,sun,bell,carrot,bell,7,21754360,0312,ABABCDCD,experiment
455985,key,star,key,star,bell,wheat,bell,wheat,key,bell,star,wheat,wheat,7,57346021,3120,ABABCDCD,experiment
222639,smile,helicopter,smile,helicopter,wheat,carrot,wheat,carrot,wheat,carrot,smile,helicopter,carrot,7,13702465,3012,ABABCDCD,experiment
76459,cube,guitar,guitar,cube,cube,guitar,guitar,cube,guitar,wheat,cube,star,cube,7,27513046,2130,ABBAABBA,experiment
563954,smile,truck,truck,smile,smile,truck,truck,smile,truck,smile,eye,bell,smile,7,12745603,0312,ABBAABBA,experiment
81334,helicopter,guitar,guitar,helicopter,helicopter,guitar,guitar,helicopter,helicopter,guitar,pyramid,bell,helicopter,7,24036517,0132,ABBAABBA,experiment
527115,heart,cube,cube,heart,heart,cube,cube,heart,cube,truck,heart,helicopter,heart,7,34761025,1023,ABBAABBA,experiment
154863,hammer,guitar,guitar,hammer,hammer,guitar,guitar,hammer,bulb,hammer,guitar,eye,hammer,7,63125740,0312,ABBAABBA,experiment
134045,hammer,bell,bell,hammer,hammer,bell,bell,hammer,hammer,smile,sun,bell,hammer,7,26053714,3210,ABBAABBA,experiment
331497,sun,heart,heart,sun,sun,heart,heart,sun,sun,helicopter,heart,eye,sun,7,63127450,2130,ABBAABBA,experiment
