item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
12345,star,star,star,bell,star,star,star,bell,carrot,star,bell,eye,bell,7,47612503,0231,AAABAAAB,experiment
653466,wheat,wheat,wheat,hammer,wheat,wheat,wheat,hammer,carrot,hammer,wheat,bell,hammer,7,67120534,1023,AAABAAAB,experiment
523092,sun,sun,sun,truck,sun,sun,sun,truck,sun,cube,truck,smile,truck,7,10657423,0321,AAABAAAB,experiment
477465,sun,sun,sun,cube,sun,sun,sun,cube,cube,smile,sun,heart,cube,7,01635247,2130,AAABAAAB,experiment
62751,star,star,star,helicopter,star,star,star,helicopter,key,helicopter,star,smile,helicopter,7,74156320,1320,AAABAAAB,experiment
103129,smile,smile,smile,bell,smile,smile,smile,bell,truck,bell,smile,pyramid,bell,7,10275436,2301,AAABAAAB,experiment
448672,heart,heart,heart,bell,heart,heart,heart,bell,carrot,bell,heart,helicopter,bell,7,17630254,0312,AAABAAAB,experiment
143046,guitar,guitar,guitar,sun,guitar,guitar,guitar,sun,bell,key,sun,guitar,sun,7,36417025,2130,AAABAAAB,experiment
412405,heart,heart,heart,truck,heart,heart,heart,truck,eye,truck,heart,carrot,truck,7,40657132,2013,AAABAAAB,experiment
41456,sun,sun,sun,heart,sun,sun,sun,heart,carrot,heart,sun,star,heart,7,37512046,3210,AAABAAAB,experiment
119541,sun,hammer,sun,hammer,guitar,key,guitar,key,hammer,key,guitar,sun,key,7,15067234,1230,ABABCDCD,experiment
271600,key,smile,key,smile,hammer,bulb,hammer,bulb,key,hammer,bulb,smile,bulb,7,04173265,1230,ABABCDCD,experiment
389572,cube,wheat,cube,wheat,star,helicopter,star,helicopter,wheat,star,helicopter,cube,helicopter,7,37125046,1032,ABABCDCD,experiment
39678,bell,guitar,bell,guitar,carrot,wheat,carrot,wheat,carrot,bell,wheat,guitar,wheat,7,47106523,2310,ABABCDCD,experiment
466332,cube,smile,cube,smile,pyramid,hammer,pyramid,hammer,pyramid,smile,hammer,cube,hammer,7,54063271,3012,ABABCDCD,experiment
36857,heart,pyramid,heart,pyramid,star,sun,star,sun,pyramid,sun,heart,star,sun,7,42163057,2013,ABABCDCD,experiment
393444,truck,guitar,truck,guitar,carrot,key,carrot,key,carrot,guitar,truck,key,key,7,41306257,0231,ABABCDCD,experiment
532570,wheat,bell,wheat,bell,bulb,eye,bulb,eye,bell,bulb,eye,wheat,eye,7,57320461,0123,ABABCDCD,experiment
94063,pyramid,heart,pyramid,heart,carrot,key,carrot,key,pyramid,key,carrot,heart,key,7,62015347,0123,ABABCDCD,experiment
658250,carrot,sun,carrot,sun,hammer,key,hammer,key,sun,carrot,key,hammer,key,7,30264715,0321,ABABCDCD,experiment
109262,bell,hammer,hammer,bell,bell,hammer,hammer,bell,star,bell,hammer,truck,bell,7,72064315,0231,ABBAABBA,experiment
391380,helicopter,bulb,bulb,helicopter,helicopter,bulb,bulb,helicopter,helicopter,smile,bulb,key,helicopter,7,34105276,0123,ABBAABBA,experiment
7959,hammer,sun,sun,hammer,hammer,sun,sun,hammer,sun,wheat,star,hammer,hammer,7,32017546,3021,ABBAABBA,experiment
323579,key,bulb,bulb,key,key,bulb,bulb,key,key,bulb,truck,helicopter,key,7,36172504,2301,ABBAABBA,experiment
253073,cube,wheat,wheat,cube,cube,wheat,wheat,cube,wheat,heart,cube,key,cube,7,61420375,0312,ABBAABBA,experiment
535754,truck,sun,sun,truck,truck,sun,sun,truck,sun,cube,truck,wheat,truck,7,43615207,0213,ABBAABBA,experiment
23904,pyramid,star,star,pyramid,pyramid,star,star,pyramid,pyramid,cube,wheat,star,pyramid,7,10745623,2130,ABBAABBA,experiment
365019,sun,truck,truck,sun,sun,truck,truck,sun,smile,sun,truck,pyramid,sun,7,12740563,1023,ABBAABBA,experiment
565365,wheat,sun,sun,wheat,wheat,sun,sun,wheat,heart,wheat,pyramid,sun,wheat,7,34706521,3012,ABBAABBA,experiment
57319,smile,carrot,carrot,smile,smile,carrot,carrot,smile,wheat,smile,helicopter,carrot,smile,7,21504763,1032,ABBAABBA,experiment
120340,key,carrot,carrot,key,star,hammer,star,hammer,key,hammer,carrot,star,hammer,7,34075621,1032,ABBACDCD,experiment
589598,pyramid,hammer,hammer,pyramid,cube,key,cube,key,pyramid,hammer,key,cube,key,7,74035216,0123,ABBACDCD,experiment
318916,heart,guitar,guitar,heart,eye,wheat,eye,wheat,guitar,heart,eye,wheat,wheat,7,40126735,1203,ABBACDCD,experiment
598329,smile,pyramid,pyramid,smile,star,cube,star,cube,star,smile,cube,pyramid,cube,7,51246703,1302,ABBACDCD,experiment
99735,key,hammer,hammer,key,guitar,pyramid,guitar,pyramid,pyramid,key,guitar,hammer,pyramid,7,16732504,0213,ABBACDCD,experiment
175838,sun,bulb,bulb,sun,helicopter,wheat,helicopter,wheat,wheat,sun,helicopter,bulb,wheat,7,02347516,3012,ABBACDCD,experiment
345540,heart,star,star,heart,carrot,helicopter,carrot,helicopter,carrot,star,heart,helicopter,helicopter,7,70641253,3021,ABBACDCD,experiment
454215,bulb,bell,bell,bulb,heart,sun,heart,sun,bulb,bell,sun,heart,sun,7,57142630,3201,ABBACDCD,experiment
571282,bell,sun,sun,bell,pyramid,hammer,pyramid,hammer,pyramid,hammer,sun,bell,hammer,7,27460153,2103,ABBACDCD,experiment
250982,wheat,smile,smile,wheat,star,hammer,star,hammer,star,smile,wheat,hammer,hammer,7,32675401,1203,ABBACDCD,experiment
71128,key,pyramid,pyramid,star,key,pyramid,pyramid,star,star,pyramid,key,bulb,star,7,74601523,2013,ABBCABBC,experiment
431455,smile,sun,sun,cube,smile,sun,sun,cube,cube,guitar,sun,smile,cube,7,15076234,1320,ABBCABBC,experiment
195831,helicopter,cube,cube,truck,helicopter,cube,cube,truck,truck,guitar,helicopter,cube,truck,7,35710246,2031,ABBCABBC,experiment
26531,cube,sun,sun,eye,cube,sun,sun,eye,key,cube,sun,eye,eye,7,46503172,2031,ABBCABBC,experiment
395089,bell,guitar,guitar,star,bell,guitar,guitar,star,smile,star,bell,guitar,star,7,24165370,3201,ABBCABBC,experiment
652239,wheat,carrot,carrot,truck,wheat,carrot,carrot,truck,wheat,carrot,cube,truck,truck,7,63012457,2013,ABBCABBC,experiment
578837,bulb,guitar,guitar,bell,bulb,guitar,guitar,bell,bell,guitar,cube,bulb,bell,7,54260137,3201,ABBCABBC,experiment
269918,guitar,star,star,helicopter,guitar,star,star,helicopter,guitar,truck,star,helicopter,helicopter,7,20134756,0231,ABBCABBC,experiment
656100,star,sun,sun,eye,star,sun,sun,eye,star,key,sun,eye,eye,7,23517640,2031,ABBCABBC,experiment
488098,cube,hammer,hammer,heart,cube,hammer,hammer,heart,wheat,heart,cube,hammer,heart,7,06257143,1203,ABBCABBC,experiment
549913,wheat,guitar,heart,wheat,wheat,guitar,heart,wheat,cube,wheat,guitar,heart,wheat,7,75612304,2301,ABCAABCA,experiment
401532,pyramid,key,bulb,pyramid,pyramid,key,bulb,pyramid,key,bulb,smile,pyramid,pyramid,7,74301265,1320,ABCAABCA,experiment
589925,wheat,heart,cube,wheat,wheat,heart,cube,wheat,cube,heart,wheat,hammer,wheat,7,47603152,0123,ABCAABCA,experiment
228700,carrot,sun,truck,carrot,carrot,sun,truck,carrot,carrot,truck,bulb,sun,carrot,7,61703452,2013,ABCAABCA,experiment
454761,key,hammer,smile,key,key,hammer,smile,key,bell,key,smile,hammer,key,7,14650723,1032,ABCAABCA,experiment
151847,bell,eye,star,bell,bell,eye,star,bell,helicopter,bell,star,eye,bell,7,54102367,0231,ABCAABCA,experiment
436336,key,heart,cube,key,key,heart,cube,key,cube,hammer,heart,key,key,7,35462710,1302,ABCAABCA,experiment
176209,truck,bell,bulb,truck,truck,bell,bulb,truck,truck,bell,cube,bulb,truck,7,67041253,0123,ABCAABCA,experiment
55720,truck,carrot,hammer,truck,truck,carrot,hammer,truck,heart,hammer,truck,carrot,truck,7,05473261,0231,ABCAABCA,experiment
109348,heart,wheat,smile,heart,heart,wheat,smile,heart,heart,wheat,smile,carrot,heart,7,34752610,2301,ABCAABCA,experiment
351577,bulb,carrot,key,bell,bell,key,carrot,bulb,bell,carrot,bulb,key,bulb,7,73102645,3120,ABCDDCBA,experiment
385634,cube,guitar,key,pyramid,pyramid,key,guitar,cube,key,pyramid,guitar,cube,cube,7,63504172,2031,ABCDDCBA,experiment
970,truck,eye,bell,bulb,bulb,bell,eye,truck,bulb,eye,bell,truck,truck,7,70321465,2103,ABCDDCBA,experiment
153655,heart,bulb,key,helicopter,helicopter,key,bulb,heart,heart,helicopter,bulb,key,heart,7,01276453,0231,ABCDDCBA,experiment
332409,smile,eye,carrot,bulb,bulb,carrot,eye,smile,eye,carrot,bulb,smile,smile,7,64310527,1023,ABCDDCBA,experiment
413967,eye,carrot,pyramid,hammer,hammer,pyramid,carrot,eye,carrot,pyramid,eye,hammer,eye,7,60321745,3201,ABCDDCBA,experiment
582003,truck,smile,bell,wheat,wheat,bell,smile,truck,wheat,truck,smile,bell,truck,7,27504163,1302,ABCDDCBA,experiment
134316,hammer,helicopter,star,sun,sun,star,helicopter,hammer,sun,hammer,helicopter,star,hammer,7,72051364,3102,ABCDDCBA,experiment
65629,key,carrot,smile,star,star,smile,carrot,key,carrot,star,smile,key,key,7,75412306,3021,ABCDDCBA,experiment
69589,truck,pyramid,bulb,sun,sun,bulb,pyramid,truck,pyramid,sun,bulb,truck,truck,7,03274156,2301,ABCDDCBA,experiment
387262,hammer,key,carrot,eye,heart,heart,eye,carrot,key,carrot,hammer,eye,carrot,7,25164703,2130,ABCDEEDC,experiment
343335,eye,pyramid,key,guitar,wheat,wheat,guitar,key,guitar,key,wheat,pyramid,key,7,53671024,1320,ABCDEEDC,experiment
91320,carrot,wheat,star,bulb,smile,smile,bulb,star,wheat,star,smile,bulb,star,7,13057462,3102,ABCDEEDC,experiment
300806,eye,star,smile,wheat,key,key,wheat,smile,smile,eye,key,wheat,smile,7,27410653,3102,ABCDEEDC,experiment
488980,bell,guitar,bulb,cube,wheat,wheat,cube,bulb,bulb,guitar,cube,wheat,bulb,7,47325061,1320,ABCDEEDC,experiment
281374,guitar,hammer,helicopter,star,carrot,carrot,star,helicopter,star,hammer,helicopter,carrot,helicopter,7,73615240,1302,ABCDEEDC,experiment
647935,heart,bell,star,carrot,pyramid,pyramid,carrot,star,heart,carrot,pyramid,star,star,7,16543270,1230,ABCDEEDC,experiment
72846,star,wheat,helicopter,key,smile,smile,key,helicopter,star,smile,wheat,helicopter,helicopter,7,72301546,3021,ABCDEEDC,experiment
626475,sun,helicopter,bell,heart,smile,smile,heart,bell,bell,helicopter,heart,smile,bell,7,51042637,2310,ABCDEEDC,experiment
168466,helicopter,key,wheat,heart,bulb,bulb,heart,wheat,wheat,bulb,heart,helicopter,wheat,7,15206743,1302,ABCDEEDC,experiment
