item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
330556,hammer,hammer,hammer,pyramid,hammer,hammer,hammer,pyramid,sun,hammer,pyramid,key,pyramid,7,20147635,3201,AAABAAAB,experiment
351187,smile,smile,smile,key,smile,smile,smile,key,smile,bulb,key,pyramid,key,7,56742310,0132,AAABAAAB,experiment
320223,truck,truck,truck,hammer,truck,truck,truck,hammer,bell,truck,heart,hammer,hammer,7,23105674,0231,AAABAAAB,experiment
39519,truck,truck,truck,eye,truck,truck,truck,eye,carrot,bulb,truck,eye,eye,7,62045713,2031,AAABAAAB,experiment
661274,pyramid,pyramid,pyramid,cube,pyramid,pyramid,pyramid,cube,bulb,cube,star,pyramid,cube,7,67402513,3120,AAABAAAB,experiment
526544,truck,truck,truck,carrot,truck,truck,truck,carrot,wheat,truck,sun,carrot,carrot,7,70451236,1203,AAABAAAB,experiment
465341,bulb,bulb,bulb,heart,bulb,bulb,bulb,heart,wheat,star,heart,bulb,heart,7,36047251,2130,AAABAAAB,experiment
268973,cube,cube,cube,hammer,cube,cube,cube,hammer,wheat,cube,key,hammer,hammer,7,56047132,0312,AAABAAAB,experiment
562837,wheat,wheat,wheat,helicopter,wheat,wheat,wheat,helicopter,wheat,helicopter,bell,heart,helicopter,7,53162704,1023,AAABAAAB,experiment
206305,pyramid,pyramid,pyramid,heart,pyramid,pyramid,pyramid,heart,bell,sun,pyramid,heart,heart,7,14605732,0132,AAABAAAB,experiment
386188,star,bell,star,bell,smile,helicopter,smile,helicopter,bell,star,helicopter,smile,helicopter,7,71435026,2103,ABABCDCD,experiment
183555,star,helicopter,star,helicopter,truck,guitar,truck,guitar,star,guitar,truck,helicopter,guitar,7,10735426,3201,ABABCDCD,experiment
31375,star,bulb,star,bulb,hammer,sun,hammer,sun,bulb,sun,star,hammer,sun,7,36472501,0132,ABABCDCD,experiment
342571,heart,helicopter,heart,helicopter,sun,truck,sun,truck,truck,heart,helicopter,sun,truck,7,35167240,3120,ABABCDCD,experiment
47414,eye,heart,eye,heart,pyramid,star,pyramid,star,eye,star,pyramid,heart,star,7,31426705,1203,ABABCDCD,experiment
410027,carrot,wheat,carrot,wheat,helicopter,guitar,helicopter,guitar,helicopter,carrot,wheat,guitar,guitar,7,56437102,1032,ABABCDCD,experiment
228923,truck,key,truck,key,bulb,hammer,bulb,hammer,hammer,truck,bulb,key,hammer,7,42563071,0213,ABABCDCD,experiment
596469,bulb,smile,bulb,smile,truck,sun,truck,sun,truck,smile,sun,bulb,sun,7,53402617,3102,ABABCDCD,experiment
377620,key,helicopter,key,helicopter,bell,hammer,bell,hammer,key,helicopter,hammer,bell,hammer,7,14603572,3012,ABABCDCD,experiment
536358,pyramid,sun,pyramid,sun,bell,wheat,bell,wheat,bell,sun,pyramid,wheat,wheat,7,67123405,1023,ABABCDCD,experiment
172916,smile,cube,cube,smile,smile,cube,cube,smile,truck,star,smile,cube,smile,7,63127054,0123,ABBAABBA,experiment
394942,carrot,wheat,wheat,carrot,carrot,wheat,wheat,carrot,smile,bell,carrot,wheat,carrot,7,23456071,1032,ABBAABBA,experiment
516077,cube,star,star,cube,cube,star,star,cube,sun,star,truck,cube,cube,7,21054367,0132,ABBAABBA,experiment
547958,heart,wheat,wheat,heart,heart,wheat,wheat,heart,eye,wheat,heart,smile,heart,7,74320516,3021,ABBAABBA,experiment
175692,wheat,bell,bell,wheat,wheat,bell,bell,wheat,helicopter,bell,sun,wheat,wheat,7,10642573,2130,ABBAABBA,experiment
340237,carrot,cube,cube,carrot,carrot,cube,cube,carrot,cube,smile,bell,carrot,carrot,7,64210573,0231,ABBAABBA,experiment
519932,pyramid,hammer,hammer,pyramid,pyramid,hammer,hammer,pyramid,hammer,pyramid,bulb,cube,pyramid,7,05312746,1023,ABBAABBA,experiment
334909,hammer,key,key,hammer,hammer,key,key,hammer,hammer,key,bell,star,hammer,7,41572360,1302,ABBAABBA,experiment
497453,cube,key,key,cube,cube,key,key,cube,wheat,cube,key,helicopter,cube,7,46502371,3102,ABBAABBA,experiment
518505,cube,truck,truck,cube,cube,truck,truck,cube,eye,cube,truck,guitar,cube,7,10273456,1302,ABBAABBA,experiment
198879,bulb,helicopter,helicopter,bulb,guitar,wheat,guitar,wheat,helicopter,bulb,guitar,wheat,wheat,7,02136457,0123,ABBACDCD,experiment
303002,key,cube,cube,key,wheat,sun,wheat,sun,sun,wheat,cube,key,sun,7,53206174,0312,ABBACDCD,experiment
193421,eye,helicopter,helicopter,eye,cube,key,cube,key,key,cube,helicopter,eye,key,7,26015437,2310,ABBACDCD,experiment
215423,carrot,key,key,carrot,pyramid,bell,pyramid,bell,bell,carrot,pyramid,key,bell,7,21475063,1032,ABBACDCD,experiment
442769,sun,carrot,carrot,sun,cube,truck,cube,truck,truck,sun,carrot,cube,truck,7,20617534,0231,ABBACDCD,experiment
7722,guitar,cube,cube,guitar,sun,helicopter,sun,helicopter,cube,helicopter,guitar,sun,helicopter,7,71043526,0231,ABBACDCD,experiment
120801,eye,wheat,wheat,eye,carrot,star,carrot,star,star,wheat,carrot,eye,star,7,01746523,1230,ABBACDCD,experiment
365559,heart,bell,bell,heart,helicopter,bulb,helicopter,bulb,bulb,helicopter,heart,bell,bulb,7,72431650,1203,ABBACDCD,experiment
