item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
62223,heart,heart,heart,cube,heart,heart,heart,cube,cube,heart,hammer,guitar,cube,7,10637524,2013,AAABAAAB,experiment
648999,truck,truck,truck,helicopter,truck,truck,truck,helicopter,truck,carrot,eye,helicopter,helicopter,7,62503471,3021,AAABAAAB,experiment
639695,bulb,bulb,bulb,cube,bulb,bulb,bulb,cube,carrot,truck,bulb,cube,cube,7,23670541,1023,AAABAAAB,experiment
113604,wheat,wheat,wheat,carrot,wheat,wheat,wheat,carrot,sun,wheat,carrot,guitar,carrot,7,65420137,2031,AAABAAAB,experiment
58232,hammer,hammer,hammer,sun,hammer,hammer,hammer,sun,sun,hammer,star,key,sun,7,47235160,3012,AAABAAAB,experiment
450678,eye,eye,eye,wheat,eye,eye,eye,wheat,wheat,truck,guitar,eye,wheat,7,43057216,0321,AAABAAAB,experiment
540041,hammer,hammer,hammer,eye,hammer,hammer,hammer,eye,hammer,wheat,eye,carrot,eye,7,03645712,0312,AAABAAAB,experiment
553882,pyramid,pyramid,pyramid,key,pyramid,pyramid,pyramid,key,sun,carrot,key,pyramid,key,7,32647150,0231,AAABAAAB,experiment
501690,heart,heart,heart,eye,heart,heart,heart,eye,heart,cube,wheat,eye,eye,7,30475621,3102,AAABAAAB,experiment
251061,wheat,wheat,wheat,truck,wheat,wheat,wheat,truck,wheat,truck,bulb,cube,truck,7,56324701,1302,AAABAAAB,experiment
266002,guitar,sun,guitar,sun,cube,smile,cube,smile,smile,sun,cube,guitar,smile,7,54067321,0123,ABABCDCD,experiment
41692,star,smile,star,smile,guitar,pyramid,guitar,pyramid,pyramid,guitar,smile,star,pyramid,7,74350621,3021,ABABCDCD,experiment
129516,heart,bell,heart,bell,pyramid,star,pyramid,star,bell,pyramid,star,heart,star,7,06724153,3210,ABABCDCD,experiment
149519,key,sun,key,sun,cube,hammer,cube,hammer,hammer,key,cube,sun,hammer,7,21476530,2103,ABABCDCD,experiment
319410,sun,smile,sun,smile,hammer,guitar,hammer,guitar,guitar,smile,sun,hammer,guitar,7,25417630,0213,ABABCDCD,experiment
639528,cube,key,cube,key,guitar,bulb,guitar,bulb,bulb,key,cube,guitar,bulb,7,41056723,2031,ABABCDCD,experiment
407669,helicopter,wheat,helicopter,wheat,key,bulb,key,bulb,wheat,key,helicopter,bulb,bulb,7,76250431,0231,ABABCDCD,experiment
134842,pyramid,wheat,pyramid,wheat,eye,helicopter,eye,helicopter,helicopter,pyramid,eye,wheat,helicopter,7,51607342,0321,ABABCDCD,experiment
130040,guitar,key,guitar,key,star,bell,star,bell,guitar,star,key,bell,bell,7,17253604,0231,ABABCDCD,experiment
399379,sun,wheat,sun,wheat,eye,hammer,eye,hammer,wheat,hammer,sun,eye,hammer,7,23654701,2301,ABABCDCD,experiment
509718,star,key,key,star,star,key,key,star,star,key,cube,pyramid,star,7,56172430,3120,ABBAABBA,experiment
154724,hammer,guitar,guitar,hammer,hammer,guitar,guitar,hammer,bell,carrot,guitar,hammer,hammer,7,53742106,1032,ABBAABBA,experiment
570006,eye,truck,truck,eye,eye,truck,truck,eye,sun,eye,truck,smile,eye,7,43762501,1203,ABBAABBA,experiment
7947,bulb,hammer,hammer,bulb,bulb,hammer,hammer,bulb,heart,hammer,bulb,guitar,bulb,7,21350467,1032,ABBAABBA,experiment
59968,guitar,truck,truck,guitar,guitar,truck,truck,guitar,truck,guitar,carrot,sun,guitar,7,67214305,1320,ABBAABBA,experiment
586752,hammer,eye,eye,hammer,hammer,eye,eye,hammer,eye,hammer,bulb,sun,hammer,7,37620514,0321,ABBAABBA,experiment
44618,star,pyramid,pyramid,star,star,pyramid,pyramid,star,truck,star,smile,pyramid,star,7,07123645,0231,ABBAABBA,experiment
119691,key,truck,truck,key,key,truck,truck,key,bulb,key,truck,carrot,key,7,47621530,2013,ABBAABBA,experiment
140195,bulb,bell,bell,bulb,bulb,bell,bell,bulb,bell,guitar,bulb,sun,bulb,7,63417502,1230,ABBAABBA,experiment
558146,carrot,smile,smile,carrot,carrot,smile,smile,carrot,carrot,smile,star,truck,carrot,7,31045726,1302,ABBAABBA,experiment
364853,helicopter,truck,truck,helicopter,bulb,sun,bulb,sun,helicopter,bulb,sun,truck,sun,7,64125703,0231,ABBACDCD,experiment
403224,truck,heart,heart,truck,bell,carrot,bell,carrot,carrot,bell,truck,heart,carrot,7,52471306,1230,ABBACDCD,experiment
421119,guitar,truck,truck,guitar,star,wheat,star,wheat,guitar,star,wheat,truck,wheat,7,35671240,0231,ABBACDCD,experiment
104368,carrot,truck,truck,carrot,guitar,sun,guitar,sun,truck,sun,carrot,guitar,sun,7,15304627,3210,ABBACDCD,experiment
220228,cube,hammer,hammer,cube,bell,bulb,bell,bulb,cube,bulb,bell,hammer,bulb,7,32406517,0132,ABBACDCD,experiment
279832,key,carrot,carrot,key,cube,truck,cube,truck,carrot,truck,key,cube,truck,7,76042513,2013,ABBACDCD,experiment
512513,bulb,eye,eye,bulb,key,cube,key,cube,key,bulb,cube,eye,cube,7,50216734,3120,ABBACDCD,experiment
519902,bulb,heart,heart,bulb,star,guitar,star,guitar,star,heart,bulb,guitar,guitar,7,21750346,0132,ABBACDCD,experiment
151267,cube,eye,eye,cube,star,helicopter,star,helicopter,star,cube,helicopter,eye,helicopter,7,26503417,2130,ABBACDCD,experiment
62447,wheat,carrot,carrot,wheat,cube,truck,cube,truck,wheat,cube,truck,carrot,truck,7,67425103,2031,ABBACDCD,experiment
37787,wheat,smile,smile,hammer,wheat,smile,smile,hammer,heart,smile,wheat,hammer,hammer,7,43215607,0213,ABBCABBC,experiment
287891,bulb,key,key,sun,bulb,key,key,sun,bulb,key,heart,sun,sun,7,31405276,3210,ABBCABBC,experiment
228035,pyramid,helicopter,helicopter,heart,pyramid,helicopter,helicopter,heart,helicopter,heart,pyramid,carrot,heart,7,15240763,1302,ABBCABBC,experiment
346956,helicopter,smile,smile,guitar,helicopter,smile,smile,guitar,smile,guitar,helicopter,star,guitar,7,36510724,3102,ABBCABBC,experiment
383658,hammer,sun,sun,star,hammer,sun,sun,star,bell,hammer,sun,star,star,7,31264570,3012,ABBCABBC,experiment
299184,heart,helicopter,helicopter,cube,heart,helicopter,helicopter,cube,heart,helicopter,cube,key,cube,7,62157430,2103,ABBCABBC,experiment
371740,truck,hammer,hammer,sun,truck,hammer,hammer,sun,sun,guitar,truck,hammer,sun,7,23705416,3201,ABBCABBC,experiment
487132,truck,cube,cube,wheat,truck,cube,cube,wheat,star,cube,truck,wheat,wheat,7,43217650,1032,ABBCABBC,experiment
325053,wheat,eye,eye,cube,wheat,eye,eye,cube,eye,wheat,cube,guitar,cube,7,07236541,0132,ABBCABBC,experiment
636296,hammer,heart,heart,carrot,hammer,heart,heart,carrot,key,carrot,heart,hammer,carrot,7,37462051,3201,ABBCABBC,experiment
596052,pyramid,eye,heart,pyramid,pyramid,eye,heart,pyramid,eye,pyramid,heart,cube,pyramid,7,73546201,1203,ABCAABCA,experiment
36996,wheat,bulb,helicopter,wheat,wheat,bulb,helicopter,wheat,key,bulb,wheat,helicopter,wheat,7,02614537,1032,ABCAABCA,experiment
